Match,Match_id,BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Ireland vs Zimbabwe,T20I # 1828,Curtis Campher,3,0,29,0,9.66,6,2,2,0,0
Ireland vs Zimbabwe,T20I # 1828,Simi Singh,3,0,31,2,10.33,5,2,2,1,0
Ireland vs Zimbabwe,T20I # 1828,Gareth Delany,2,0,21,0,10.5,4,2,1,1,0
Ireland vs Zimbabwe,T20I # 1828,Richard Ngarava,4,0,22,2,5.5,13,3,0,0,0
Ireland vs Zimbabwe,T20I # 1828,Tendai Chatara,4,0,22,2,5.5,13,1,1,2,0
Ireland vs Zimbabwe,T20I # 1828,Blessing Muzarabani,4,0,23,3,5.75,14,0,2,0,1
Ireland vs Zimbabwe,T20I # 1828,Luke Jongwe,2,0,24,0,12,1,4,0,0,0
Ireland vs Zimbabwe,T20I # 1828,Sean Williams,3,0,20,1,6.66,3,0,0,0,0
Ireland vs Zimbabwe,T20I # 1828,Sikandar Raza,3,0,22,1,7.33,8,1,1,1,0
Namibia vs Netherlands,T20I # 1830,Fred Klaassen,3,0,15,0,5,11,1,0,0,0
Namibia vs Netherlands,T20I # 1830,Tim Pringle,3,0,15,1,5,8,0,0,0,0
Namibia vs Netherlands,T20I # 1830,Bas de Leede,3,0,18,2,6,6,1,0,0,0
Namibia vs Netherlands,T20I # 1830,Colin Ackermann,3,0,17,1,5.66,8,2,0,0,0
Namibia vs Netherlands,T20I # 1830,Paul van Meekeren,4,0,18,1,4.5,11,1,0,1,0
Namibia vs Netherlands,T20I # 1830,Timm van der Gugten,3,0,29,0,9.66,4,1,1,2,0
Namibia vs Netherlands,T20I # 1830,Roelof van der Merwe,1,0,6,1,6,1,0,0,1,0
Namibia vs Netherlands,T20I # 1830,Bernard Scholtz,4,0,21,1,5.25,10,0,1,0,0
Namibia vs Netherlands,T20I # 1830,David Wiese,2.3,0,22,0,8.8,4,3,0,0,0
Namibia vs Netherlands,T20I # 1830,Gerhard Erasmus,3,0,13,0,4.33,8,0,0,1,0
Namibia vs Netherlands,T20I # 1830,Ben Shikongo,1,0,18,0,18,1,0,2,1,0
Namibia vs Netherlands,T20I # 1830,JJ Smit,4,0,24,2,6,9,2,0,0,0
Namibia vs Netherlands,T20I # 1830,Jan Frylinck,4,1,16,1,4,11,1,0,0,0
Namibia vs Netherlands,T20I # 1830,Jan Nicol Loftie-Eaton,1,0,8,0,8,2,1,0,0,1
Sri Lanka vs U.A.E.,T20I # 1832,Junaid Siddique,4,0,36,0,9,8,2,1,2,0
Sri Lanka vs U.A.E.,T20I # 1832,Kashif Daud,1,0,14,0,14,0,2,0,0,0
Sri Lanka vs U.A.E.,T20I # 1832,Zahoor Khan,4,0,26,2,6.5,10,3,0,0,0
Sri Lanka vs U.A.E.,T20I # 1832,Aayan Afzal Khan,3,0,16,1,5.33,7,1,0,0,0
Sri Lanka vs U.A.E.,T20I # 1832,Aryan Lakra,3,0,24,1,8,5,3,0,0,0
Sri Lanka vs U.A.E.,T20I # 1832,Karthik Meiyappan,4,0,19,3,4.75,12,0,1,0,0
Sri Lanka vs U.A.E.,T20I # 1832,Basil Hameed,1,0,13,0,13,1,1,1,0,0
Sri Lanka vs U.A.E.,T20I # 1832,Pramod Madushan,3,0,14,1,4.66,12,2,0,1,0
Sri Lanka vs U.A.E.,T20I # 1832,Maheesh Theekshana,3.1,0,15,2,4.73,10,2,0,0,0
Sri Lanka vs U.A.E.,T20I # 1832,Dushmantha Chameera,3.5,0,15,3,3.91,16,0,1,0,0
Sri Lanka vs U.A.E.,T20I # 1832,Chamika Karunaratne,2,0,14,0,7,5,2,0,0,0
Sri Lanka vs U.A.E.,T20I # 1832,Wanindu Hasaranga de Silva,4,1,8,3,2,17,0,0,0,0
Sri Lanka vs U.A.E.,T20I # 1832,Dasun Shanaka,1.1,0,7,1,6,3,0,0,1,0
Ireland vs Scotland,T20I # 1833,Josh Little,4,0,30,1,7.5,10,2,1,1,0
Ireland vs Scotland,T20I # 1833,Mark Adair,4,0,23,1,5.75,12,2,0,2,0
Ireland vs Scotland,T20I # 1833,Barry McCarthy,4,0,59,0,14.75,4,6,3,1,1
Ireland vs Scotland,T20I # 1833,Gareth Delany,3,0,28,0,9.33,3,2,1,0,0
Ireland vs Scotland,T20I # 1833,Simi Singh,2,0,16,0,8,2,2,0,0,0
Ireland vs Scotland,T20I # 1833,Curtis Campher,2,0,9,2,4.5,7,1,0,0,0
Ireland vs Scotland,T20I # 1833,George Dockrell,1,0,9,0,9,1,1,0,0,0
Ireland vs Scotland,T20I # 1833,Mark Watt,4,0,39,1,9.75,10,2,1,2,0
Ireland vs Scotland,T20I # 1833,Brad Wheal,4,0,25,1,6.25,11,2,1,0,0
Ireland vs Scotland,T20I # 1833,Josh Davey,4,0,46,0,11.5,5,8,0,1,0
Ireland vs Scotland,T20I # 1833,Safyaan Sharif,3,0,32,1,10.66,3,4,0,1,0
Ireland vs Scotland,T20I # 1833,Chris Greaves,2,0,18,0,9,1,0,1,1,0
Ireland vs Scotland,T20I # 1833,Michael Leask,2,0,16,1,8,2,1,0,0,0
West Indies vs Zimbabwe,T20I # 1834,Richard Ngarava,3,0,20,0,6.66,9,1,1,1,0
West Indies vs Zimbabwe,T20I # 1834,Tendai Chatara,3,0,22,0,7.33,5,2,0,2,0
West Indies vs Zimbabwe,T20I # 1834,Blessing Muzarabani,4,0,38,2,9.5,10,2,2,2,1
West Indies vs Zimbabwe,T20I # 1834,Ryan Burl,3,0,27,0,9,5,3,1,0,0
West Indies vs Zimbabwe,T20I # 1834,Sikandar Raza,4,0,19,3,4.75,7,0,0,0,0
West Indies vs Zimbabwe,T20I # 1834,Sean Williams,3,0,17,1,5.66,7,1,0,0,1
West Indies vs Zimbabwe,T20I # 1834,Kyle Mayers,1,0,17,0,17,3,3,0,1,0
West Indies vs Zimbabwe,T20I # 1834,Akeal Hosein,4,0,25,1,6.25,12,1,1,1,1
West Indies vs Zimbabwe,T20I # 1834,Alzarri Joseph,4,0,16,4,4,16,1,1,0,0
West Indies vs Zimbabwe,T20I # 1834,Obed McCoy,3,0,19,1,6.33,9,3,0,0,0
West Indies vs Zimbabwe,T20I # 1834,Jason Holder,3.2,0,12,3,3.6,12,1,0,0,0
West Indies vs Zimbabwe,T20I # 1834,Odean Smith,3,0,31,1,10.33,8,4,1,1,1
Netherlands vs Sri Lanka,T20I # 1835,Fred Klaassen,4,0,34,1,8.5,9,1,2,0,0
Netherlands vs Sri Lanka,T20I # 1835,Tim Pringle,3,0,22,0,7.33,8,0,2,0,0
Netherlands vs Sri Lanka,T20I # 1835,Roelof van der Merwe,3,0,16,0,5.33,10,2,0,0,0
Netherlands vs Sri Lanka,T20I # 1835,Paul van Meekeren,4,0,25,2,6.25,11,3,0,1,0
Netherlands vs Sri Lanka,T20I # 1835,Bas de Leede,3,0,31,2,10.33,5,2,2,0,0
Netherlands vs Sri Lanka,T20I # 1835,Timm van der Gugten,3,0,31,1,10.33,3,2,1,0,0
Netherlands vs Sri Lanka,T20I # 1835,Dhananjaya de Silva,1,0,5,0,5,1,0,0,0,0
Netherlands vs Sri Lanka,T20I # 1835,Lahiru Kumara,4,0,28,1,7,14,2,1,1,0
Netherlands vs Sri Lanka,T20I # 1835,Binura Fernando,4,0,33,1,8.25,11,4,1,1,0
Netherlands vs Sri Lanka,T20I # 1835,Maheesh Theekshana,4,0,32,2,8,12,1,2,2,1
Netherlands vs Sri Lanka,T20I # 1835,Wanindu Hasaranga de Silva,4,0,28,3,7,11,3,0,0,0
Netherlands vs Sri Lanka,T20I # 1835,Chamika Karunaratne,2,0,11,0,5.5,6,1,0,1,0
Netherlands vs Sri Lanka,T20I # 1835,Dasun Shanaka,1,0,7,0,7,3,1,0,0,0
Namibia vs U.A.E.,T20I # 1836,Ruben Trumpelmann,4,0,22,0,5.5,10,0,0,3,0
Namibia vs U.A.E.,T20I # 1836,David Wiese,4,0,27,1,6.75,12,2,1,1,0
Namibia vs U.A.E.,T20I # 1836,Bernard Scholtz,4,0,22,1,5.5,11,1,1,0,0
Namibia vs U.A.E.,T20I # 1836,JJ Smit,4,0,39,0,9.75,11,2,3,0,0
Namibia vs U.A.E.,T20I # 1836,Jan Frylinck,3,0,30,0,10,3,2,1,1,0
Namibia vs U.A.E.,T20I # 1836,Ben Shikongo,1,0,8,1,8,1,1,0,0,0
Namibia vs U.A.E.,T20I # 1836,Basil Hameed,3,0,17,2,5.66,10,2,0,0,0
Namibia vs U.A.E.,T20I # 1836,Junaid Siddique,4,0,35,1,8.75,8,3,1,2,0
Namibia vs U.A.E.,T20I # 1836,Zahoor Khan,4,0,20,2,5,15,1,0,2,2
Namibia vs U.A.E.,T20I # 1836,Ahmed Raza,1,0,9,0,9,1,1,0,0,0
Namibia vs U.A.E.,T20I # 1836,Karthik Meiyappan,4,0,34,1,8.5,8,2,2,0,0
Namibia vs U.A.E.,T20I # 1836,Aayan Afzal Khan,2,0,7,0,3.5,5,0,0,0,0
Namibia vs U.A.E.,T20I # 1836,Muhammad Waseem,2,0,16,1,8,3,0,1,0,0
Ireland vs West Indies,T20I # 1837,Josh Little,4,0,31,0,7.75,8,1,2,1,0
Ireland vs West Indies,T20I # 1837,Mark Adair,4,0,26,0,6.5,12,1,1,4,0
Ireland vs West Indies,T20I # 1837,Barry McCarthy,4,0,33,1,8.25,9,3,1,1,0
Ireland vs West Indies,T20I # 1837,Curtis Campher,2,0,28,0,14,2,4,1,0,0
Ireland vs West Indies,T20I # 1837,Simi Singh,2,0,11,1,5.5,4,1,0,0,0
Ireland vs West Indies,T20I # 1837,Gareth Delany,4,0,16,3,4,12,1,0,1,0
Ireland vs West Indies,T20I # 1837,Obed McCoy,3.3,0,27,0,7.71,11,2,2,0,0
Ireland vs West Indies,T20I # 1837,Akeal Hosein,4,0,38,1,9.5,5,2,2,0,0
Ireland vs West Indies,T20I # 1837,Alzarri Joseph,4,0,39,0,9.75,9,3,2,1,0
Ireland vs West Indies,T20I # 1837,Odean Smith,2,0,23,0,11.5,4,3,1,0,1
Ireland vs West Indies,T20I # 1837,Jason Holder,4,0,23,0,5.75,7,1,0,0,0
Scotland vs Zimbabwe,T20I # 1838,Tendai Chatara,4,1,14,2,3.5,14,1,0,0,0
Scotland vs Zimbabwe,T20I # 1838,Richard Ngarava,4,0,28,2,7,12,4,0,1,1
Scotland vs Zimbabwe,T20I # 1838,Blessing Muzarabani,4,0,34,1,8.5,9,5,0,0,2
Scotland vs Zimbabwe,T20I # 1838,Sean Williams,3,0,19,0,6.33,4,1,0,0,0
Scotland vs Zimbabwe,T20I # 1838,Sikandar Raza,4,0,20,1,5,10,0,0,2,0
Scotland vs Zimbabwe,T20I # 1838,Wessly Madhevere,1,0,7,0,7,1,0,0,0,0
Scotland vs Zimbabwe,T20I # 1838,Brad Wheal,4,0,26,1,6.5,12,4,0,0,0
Scotland vs Zimbabwe,T20I # 1838,Josh Davey,3,0,16,2,5.33,8,1,0,0,1
Scotland vs Zimbabwe,T20I # 1838,Safyaan Sharif,2.3,0,23,0,9.2,4,3,0,0,1
Scotland vs Zimbabwe,T20I # 1838,Mark Watt,4,0,19,1,4.75,9,1,0,0,0
Scotland vs Zimbabwe,T20I # 1838,Michael Leask,4,0,36,1,9,4,2,1,0,0
Scotland vs Zimbabwe,T20I # 1838,Calum MacLeod,1,0,11,0,11,0,0,1,0,0
Australia vs New Zealand,T20I # 1839,Mitchell Starc,4,0,36,0,9,5,3,1,0,0
Australia vs New Zealand,T20I # 1839,Josh Hazlewood,4,0,41,2,10.25,8,5,1,1,0
Australia vs New Zealand,T20I # 1839,Pat Cummins,4,0,46,0,11.5,8,4,2,2,0
Australia vs New Zealand,T20I # 1839,Marcus Stoinis,4,0,38,0,9.5,3,1,2,1,0
Australia vs New Zealand,T20I # 1839,Adam Zampa,4,0,39,1,9.75,4,2,2,1,0
Australia vs New Zealand,T20I # 1839,Trent Boult,4,0,24,2,6,13,2,1,1,0
Australia vs New Zealand,T20I # 1839,Tim Southee,2.1,0,6,3,2.76,10,1,0,0,0
Australia vs New Zealand,T20I # 1839,Mitchell Santner,4,0,31,3,7.75,10,2,2,0,0
Australia vs New Zealand,T20I # 1839,Lockie Ferguson,3,0,20,1,6.66,9,2,1,0,0
Australia vs New Zealand,T20I # 1839,Ish Sodhi,4,0,29,1,7.25,8,2,1,1,0
Afghanistan vs England,T20I # 1840,Ben Stokes,4,0,19,2,4.75,14,2,0,1,0
Afghanistan vs England,T20I # 1840,Chris Woakes,4,0,24,1,6,15,2,1,1,0
Afghanistan vs England,T20I # 1840,Mark Wood,4,0,23,2,5.75,14,2,1,0,0
Afghanistan vs England,T20I # 1840,Sam Curran,3.4,0,10,5,2.72,16,1,0,1,0
Afghanistan vs England,T20I # 1840,Adil Rashid,4,0,32,0,8,4,1,1,0,0
Afghanistan vs England,T20I # 1840,Fazalhaq Farooqi,4,0,24,1,6,15,2,1,3,0
Afghanistan vs England,T20I # 1840,Azmatullah Omarzai,1.1,0,11,0,9.42,2,1,0,3,0
Afghanistan vs England,T20I # 1840,Mujeeb Ur Rahman,4,0,22,1,5.5,10,1,0,0,0
Afghanistan vs England,T20I # 1840,Rashid Khan,4,0,17,1,4.25,10,0,0,0,0
Afghanistan vs England,T20I # 1840,Fareed Ahmad,2,0,23,1,11.5,2,2,0,1,0
Afghanistan vs England,T20I # 1840,Mohammad Nabi,3,0,16,1,5.33,6,0,0,0,0
Ireland vs Sri Lanka,T20I # 1841,Binura Fernando,4,0,27,1,6.75,10,3,0,1,0
Ireland vs Sri Lanka,T20I # 1841,Lahiru Kumara,2,0,12,1,6,6,2,0,0,0
Ireland vs Sri Lanka,T20I # 1841,Maheesh Theekshana,4,0,19,2,4.75,8,1,0,0,0
Ireland vs Sri Lanka,T20I # 1841,Chamika Karunaratne,4,0,29,1,7.25,7,2,1,0,0
Ireland vs Sri Lanka,T20I # 1841,Wanindu Hasaranga de Silva,4,0,25,2,6.25,6,0,1,0,0
Ireland vs Sri Lanka,T20I # 1841,Dhananjaya de Silva,2,0,13,1,6.5,3,1,0,0,0
Ireland vs Sri Lanka,T20I # 1841,Josh Little,4,0,45,0,11.25,5,4,1,1,0
Ireland vs Sri Lanka,T20I # 1841,Mark Adair,2,0,16,0,8,2,1,0,0,0
Ireland vs Sri Lanka,T20I # 1841,Barry McCarthy,2,0,16,0,8,4,0,1,0,0
Ireland vs Sri Lanka,T20I # 1841,Gareth Delany,4,0,28,1,7,8,3,0,2,0
Ireland vs Sri Lanka,T20I # 1841,Curtis Campher,1,0,8,0,8,2,1,0,0,0
Ireland vs Sri Lanka,T20I # 1841,Simi Singh,2,0,20,0,10,3,0,2,0,0
India vs Pakistan,T20I # 1842,Bhuvneshwar Kumar,4,0,22,1,5.5,17,1,1,3,0
India vs Pakistan,T20I # 1842,Arshdeep Singh,4,0,32,3,8,10,3,1,1,0
India vs Pakistan,T20I # 1842,Mohammed Shami,4,0,25,1,6.25,14,4,0,1,0
India vs Pakistan,T20I # 1842,Hardik Pandya,4,0,30,3,7.5,10,4,0,0,0
India vs Pakistan,T20I # 1842,Ravichandran Ashwin,3,0,23,0,7.66,5,0,1,1,0
India vs Pakistan,T20I # 1842,Axar Patel,1,0,21,0,21,2,0,3,0,0
India vs Pakistan,T20I # 1842,Shaheen Shah Afridi,4,0,34,0,8.5,7,4,0,1,0
India vs Pakistan,T20I # 1842,Naseem Shah,4,0,23,1,5.75,10,1,0,0,0
India vs Pakistan,T20I # 1842,Haris Rauf,4,0,36,2,9,11,2,2,1,0
India vs Pakistan,T20I # 1842,Shadab Khan,4,0,21,0,5.25,10,2,0,0,0
India vs Pakistan,T20I # 1842,Mohammad Nawaz,4,0,42,2,10.5,8,0,4,2,1
Bangladesh vs Netherlands,T20I # 1843,Fred Klaassen,4,0,33,1,8.25,10,5,0,3,0
Bangladesh vs Netherlands,T20I # 1843,Colin Ackermann,1,0,4,0,4,2,0,0,0,0
Bangladesh vs Netherlands,T20I # 1843,Paul van Meekeren,4,0,21,2,5.25,10,1,0,0,0
Bangladesh vs Netherlands,T20I # 1843,Bas de Leede,3,0,29,2,9.66,9,3,1,3,0
Bangladesh vs Netherlands,T20I # 1843,Tim Pringle,2,0,10,1,5,4,0,0,0,0
Bangladesh vs Netherlands,T20I # 1843,Shariz Ahmad,3,0,27,1,9,5,1,2,0,0
Bangladesh vs Netherlands,T20I # 1843,Logan van Beek,3,0,12,1,4,7,0,0,1,0
Bangladesh vs Netherlands,T20I # 1843,Taskin Ahmed,4,0,25,4,6.25,16,5,0,0,0
Bangladesh vs Netherlands,T20I # 1843,Hasan Mahmud,4,1,15,2,3.75,16,2,0,0,0
Bangladesh vs Netherlands,T20I # 1843,Shakib Al Hasan,4,0,32,1,8,6,0,2,1,0
Bangladesh vs Netherlands,T20I # 1843,Mustafizur Rahman,4,0,20,0,5,14,2,0,2,0
Bangladesh vs Netherlands,T20I # 1843,Soumya Sarkar,3,0,29,1,9.66,5,2,1,1,0
Bangladesh vs Netherlands,T20I # 1843,Mosaddek Hossain,1,0,14,0,14,0,0,1,0,1
South Africa vs Zimbabwe,T20I # 1844,Kagiso Rabada,2,0,20,0,10,4,2,1,0,0
South Africa vs Zimbabwe,T20I # 1844,Wayne Parnell,2,0,6,1,3,9,1,0,0,0
South Africa vs Zimbabwe,T20I # 1844,Lungi Ngidi,2,0,20,2,10,6,2,1,2,0
South Africa vs Zimbabwe,T20I # 1844,Keshav Maharaj,1,0,10,0,10,1,1,0,0,0
South Africa vs Zimbabwe,T20I # 1844,Anrich Nortje,2,0,10,1,5,5,0,0,0,0
South Africa vs Zimbabwe,T20I # 1844,Tendai Chatara,1,0,23,0,23,0,4,1,0,0
South Africa vs Zimbabwe,T20I # 1844,Richard Ngarava,1,0,17,0,17,2,4,0,0,1
South Africa vs Zimbabwe,T20I # 1844,Sikandar Raza,1,0,11,0,11,1,0,0,0,1
Australia vs Sri Lanka,T20I # 1845,Josh Hazlewood,4,0,26,1,6.5,13,3,0,3,0
Australia vs Sri Lanka,T20I # 1845,Pat Cummins,4,0,36,1,9,12,5,1,2,0
